activation_id,active,technique,technique_family,target_type,target_key,strength,polarity,mapped_sphere,mapping_reason,target_weight,family_weight,polarity_modifier,expected_amount,status
t2n__SUN__TRINE__MERCURY,True,transit_to_natal,transit,planet,MERCURY,0.7751,supportive,thinking_speech_learning,planet MERCURY found in spheres.thinking_speech_learning.planets,1.0,1.0,1.0,0.7751,mapped
t2n__SUN__TRINE__MERCURY,True,transit_to_natal,transit,planet,MERCURY,0.7751,supportive,meaning_expansion_vector,planet MERCURY found in spheres.meaning_expansion_vector.planets,0.4,1.0,1.0,0.31,mapped
t2n__SUN__QUINCUNX__MARS,True,transit_to_natal,transit,planet,MARS,0.2059,neutral,work_status_achievement,planet MARS found in spheres.work_status_achievement.planets,0.6,1.0,0.7,0.0865,mapped
t2n__SUN__QUINCUNX__MARS,True,transit_to_natal,transit,planet,MARS,0.2059,neutral,relationships_partnership,planet MARS found in spheres.relationships_partnership.planets,0.4,1.0,0.7,0.0577,mapped
t2n__SUN__QUINCUNX__MARS,True,transit_to_natal,transit,planet,MARS,0.2059,neutral,body_energy_health,planet MARS found in spheres.body_energy_health.planets,1.0,1.0,0.7,0.1441,mapped
t2n__SUN__QUINCUNX__MARS,True,transit_to_natal,transit,planet,MARS,0.2059,neutral,crisis_transformation_control,planet MARS found in spheres.crisis_transformation_control.planets,0.7,1.0,0.7,0.1009,mapped
t2n__SUN__QUINCUNX__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.0319,neutral,inner_background_unconscious,planet NEPTUNE found in spheres.inner_background_unconscious.planets,1.0,1.0,0.7,0.0223,mapped
t2n__SUN__QUINCUNX__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.0319,neutral,meaning_expansion_vector,planet NEPTUNE found in spheres.meaning_expansion_vector.planets,0.5,1.0,0.7,0.0112,mapped
t2n__MOON__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0522,tense,work_status_achievement,planet MARS found in spheres.work_status_achievement.planets,0.6,1.0,1.0,0.0313,mapped
t2n__MOON__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0522,tense,relationships_partnership,planet MARS found in spheres.relationships_partnership.planets,0.4,1.0,1.0,0.0209,mapped
t2n__MOON__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0522,tense,body_energy_health,planet MARS found in spheres.body_energy_health.planets,1.0,1.0,1.0,0.0522,mapped
t2n__MOON__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0522,tense,crisis_transformation_control,planet MARS found in spheres.crisis_transformation_control.planets,0.7,1.0,1.0,0.0365,mapped
t2n__MOON__QUINCUNX__URANUS,True,transit_to_natal,transit,planet,URANUS,0.2906,neutral,,no sphere mapping,,1.0,0.7,,unmapped
t2n__MOON__TRINE__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.4196,supportive,inner_background_unconscious,planet NEPTUNE found in spheres.inner_background_unconscious.planets,1.0,1.0,1.0,0.4196,mapped
t2n__MOON__TRINE__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.4196,supportive,meaning_expansion_vector,planet NEPTUNE found in spheres.meaning_expansion_vector.planets,0.5,1.0,1.0,0.2098,mapped
t2n__MOON__OPPOSITION__PLUTO,True,transit_to_natal,transit,planet,PLUTO,0.7514,tense,money_security_resources,planet PLUTO found in spheres.money_security_resources.planets,0.4,1.0,1.0,0.3006,mapped
t2n__MOON__OPPOSITION__PLUTO,True,transit_to_natal,transit,planet,PLUTO,0.7514,tense,inner_background_unconscious,planet PLUTO found in spheres.inner_background_unconscious.planets,0.4,1.0,1.0,0.3006,mapped
t2n__MOON__OPPOSITION__PLUTO,True,transit_to_natal,transit,planet,PLUTO,0.7514,tense,crisis_transformation_control,planet PLUTO found in spheres.crisis_transformation_control.planets,1.0,1.0,1.0,0.7514,mapped
t2n__MERCURY__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0645,tense,work_status_achievement,planet MARS found in spheres.work_status_achievement.planets,0.6,1.0,1.0,0.0387,mapped
t2n__MERCURY__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0645,tense,relationships_partnership,planet MARS found in spheres.relationships_partnership.planets,0.4,1.0,1.0,0.0258,mapped
t2n__MERCURY__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0645,tense,body_energy_health,planet MARS found in spheres.body_energy_health.planets,1.0,1.0,1.0,0.0645,mapped
t2n__MERCURY__SESQUI_QUADRATE__MARS,True,transit_to_natal,transit,planet,MARS,0.0645,tense,crisis_transformation_control,planet MARS found in spheres.crisis_transformation_control.planets,0.7,1.0,1.0,0.0451,mapped
t2n__MERCURY__TRINE__URANUS,True,transit_to_natal,transit,planet,URANUS,0.6592,supportive,,no sphere mapping,,1.0,1.0,,unmapped
t2n__MERCURY__QUINCUNX__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.1779,neutral,inner_background_unconscious,planet NEPTUNE found in spheres.inner_background_unconscious.planets,1.0,1.0,0.7,0.1245,mapped
t2n__MERCURY__QUINCUNX__NEPTUNE,True,transit_to_natal,transit,planet,NEPTUNE,0.1779,neutral,meaning_expansion_vector,planet NEPTUNE found in spheres.meaning_expansion_vector.planets,0.5,1.0,0.7,0.0623,mapped
t2n__MERCURY__SQUARE__PLUTO,True,transit_to_natal,transit,planet,PLUTO,0.6306,tense,money_security_resources,planet PLUTO found in spheres.money_security_resources.planets,0.4,1.0,1.0,0.2522,mapped
t2n__MERCURY__SQUARE__PLUTO,True,transit_to_natal,transit,planet,PLUTO,0.6306,tense,inner_background_unconscious,planet PLUTO found in spheres.inner_background_unconscious.planets,0.4,1.0,1.0,0.2522,mapped
t2n__MERCURY__SQUARE__PLUTO,True,transit_to_natal,transit,planet,PLUTO,0.6306,tense,crisis_transformation_control,planet PLUTO found in spheres.crisis_transformation_control.planets,1.0,1.0,1.0,0.6306,mapped
t2n__VENUS__SEMI_SEXTILE__VENUS,True,transit_to_natal,transit,planet,VENUS,0.1744,neutral,relationships_partnership,planet VENUS found in spheres.relationships_partnership.planets,1.0,1.0,0.7,0.1221,mapped
t2n__VENUS__SEMI_SEXTILE__VENUS,True,transit_to_natal,transit,planet,VENUS,0.1744,neutral,money_security_resources,planet VENUS found in spheres.money_security_resources.planets,0.8,1.0,0.7,0.0977,mapped
t2n__VENUS__SEMI_SEXTILE__VENUS,True,transit_to_natal,transit,planet,VENUS,0.1744,neutral,home_family_roots,planet VENUS found in spheres.home_family_roots.planets,0.4,1.0,0.7,0.0488,mapped
t2n__VENUS__SEMI_SEXTILE__JUPITER,True,transit_to_natal,transit,planet,JUPITER,0.1735,neutral,thinking_speech_learning,planet JUPITER found in spheres.thinking_speech_learning.planets,0.4,1.0,0.7,0.0486,mapped
t2n__VENUS__SEMI_SEXTILE__JUPITER,True,transit_to_natal,transit,planet,JUPITER,0.1735,neutral,work_status_achievement,planet JUPITER found in spheres.work_status_achievement.planets,0.3,1.0,0.7,0.0364,mapped
t2n__VENUS__SEMI_SEXTILE__JUPITER,True,transit_to_natal,transit,planet,JUPITER,0.1735,neutral,money_security_resources,planet JUPITER found in spheres.money_security_resources.planets,0.7,1.0,0.7,0.085,mapped
t2n__VENUS__SEMI_SEXTILE__JUPITER,True,transit_to_natal,transit,planet,JUPITER,0.1735,neutral,meaning_expansion_vector,planet JUPITER found in spheres.meaning_expansion_vector.planets,1.0,1.0,0.7,0.1214,mapped
t2n__VENUS__SEMI_SEXTILE__SATURN,True,transit_to_natal,transit,planet,SATURN,0.028,neutral,work_status_achievement,planet SATURN found in spheres.work_status_achievement.planets,1.0,1.0,0.7,0.0196,mapped
